symbol,companyName,sector,industry,exchangeShortName,marketCap,historicalMarketCapDate,selectionReferenceDate,universeSource
BBIO,"BridgeBio Pharma, Inc.",Healthcare,Biotechnology,NASDAQ,8822268673.0,2021-01-04,2021-01-04,active_screener
WMG,Warner Music Group Corp.,Communication Services,Entertainment,NASDAQ,18963337845.0,2021-01-04,2021-01-04,active_screener
PODD,Insulet Corporation,Healthcare,Medical - Devices,NASDAQ,16635353060.0,2021-01-04,2021-01-04,active_screener
ASND,Ascendis Pharma A/S,Healthcare,Biotechnology,NASDAQ,8896734456.0,2021-01-04,2021-01-04,active_screener
NWSA,News Corporation,Communication Services,Entertainment,NASDAQ,10728928000.0,2021-01-04,2021-01-04,active_screener
SNN,Smith & Nephew plc,Healthcare,Medical - Devices,NYSE,37806223168.0,2021-01-04,2021-01-04,active_screener
SMMT,Summit Therapeutics Inc.,Healthcare,Biotechnology,NASDAQ,428169060.0,2021-01-04,2021-01-04,active_screener
COO,"The Cooper Companies, Inc.",Healthcare,Medical - Instruments & Supplies,NASDAQ,17542448000.0,2021-01-04,2021-01-04,active_screener
REG,Regency Centers Corporation,Real Estate,REIT - Retail,NASDAQ,7597108737.0,2021-01-04,2021-01-04,active_screener
RPM,RPM International Inc.,Basic Materials,Chemicals - Specialty,NYSE,11429214060.0,2021-01-04,2021-01-04,active_screener
SREA,Sempra,Utilities,Regulated Electric,NYSE,17023352080.0,2021-01-04,2021-01-04,active_screener
PFGC,Performance Food Group Company,Consumer Defensive,Food Distribution,NYSE,6147981000.0,2021-01-04,2021-01-04,active_screener
NYT,The New York Times Company,Communication Services,Publishing,NYSE,8248232400.0,2021-01-04,2021-01-04,active_screener
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,NASDAQ,5583060000.0,2021-01-04,2021-01-04,active_screener
MKC-V,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,NYSE,24973850000.0,2021-01-04,2021-01-04,active_screener
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,NYSE,25104729000.0,2021-01-04,2021-01-04,active_screener
HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,NASDAQ,9776363623.0,2021-01-04,2021-01-04,active_screener
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,NYSE,26067106000.0,2021-01-04,2021-01-04,active_screener
TIGO,Millicom International Cellular S.A.,Communication Services,Telecommunications Services,NASDAQ,4975872668.0,2021-01-04,2021-01-04,active_screener
FMS,Fresenius Medical Care AG & Co. KGaA,Healthcare,Medical - Care Facilities,NYSE,24923917800.0,2021-01-04,2021-01-04,active_screener
LAMR,Lamar Advertising Company,Real Estate,REIT - Specialty,NASDAQ,8105699881.0,2021-01-04,2021-01-04,active_screener
OHI,"Omega Healthcare Investors, Inc.",Real Estate,REIT - Healthcare Facilities,NYSE,8146997160.0,2021-01-04,2021-01-04,active_screener
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,9030954000.0,2021-01-04,2021-01-04,active_screener
SKM,"SK Telecom Co.,Ltd",Communication Services,Telecommunications Services,NYSE,25184382736.0,2021-01-04,2021-01-04,active_screener
HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,NASDAQ,12662892000.0,2021-01-04,2021-01-04,active_screener
TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,NYSE,5377719600.0,2021-01-04,2021-01-04,active_screener
PEN,"Penumbra, Inc.",Healthcare,Medical - Devices,NYSE,6401623027.0,2021-01-04,2021-01-04,active_screener
GLPI,"Gaming and Leisure Properties, Inc.",Real Estate,REIT - Specialty,NASDAQ,9452992750.0,2021-01-04,2021-01-04,active_screener
TIMB,TIM S.A.,Communication Services,Telecommunications Services,NYSE,6632415169.0,2021-01-04,2021-01-04,active_screener
APTV,Aptiv PLC,Consumer Cyclical,Auto - Parts,NYSE,35007848100.0,2021-01-04,2021-01-04,active_screener
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,NYSE,24952734509.0,2021-01-04,2021-01-04,active_screener
ALGN,"Align Technology, Inc.",Healthcare,Medical - Devices,NASDAQ,41590340000.0,2021-01-04,2021-01-04,active_screener
HL,Hecla Mining Company,Basic Materials,Gold,NYSE,3626545790.0,2021-01-04,2021-01-04,active_screener
BF-B,Brown-Forman Corporation,Consumer Defensive,Beverages - Wineries & Distilleries,NYSE,37345079970.0,2021-01-04,2021-01-04,active_screener
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,NASDAQ,14686735387.0,2021-01-04,2021-01-04,active_screener
PNW,Pinnacle West Capital Corporation,Utilities,Regulated Electric,NYSE,8923645610.0,2021-01-04,2021-01-04,active_screener
CDE,"Coeur Mining, Inc.",Basic Materials,Gold,NYSE,2614329510.0,2021-01-04,2021-01-04,active_screener
BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,NYSE,5064648240.0,2021-01-04,2021-01-04,active_screener
FIVE,"Five Below, Inc.",Consumer Cyclical,Discount Stores,NASDAQ,9340535016.0,2021-01-04,2021-01-04,active_screener
GMED,"Globus Medical, Inc.",Healthcare,Medical - Devices,NYSE,6325512440.0,2021-01-04,2021-01-04,active_screener
IONS,"Ionis Pharmaceuticals, Inc.",Healthcare,Biotechnology,NASDAQ,7992920600.0,2021-01-04,2021-01-04,active_screener
ELS,"Equity LifeStyle Properties, Inc.",Real Estate,REIT - Residential,NYSE,11002214150.0,2021-01-04,2021-01-04,active_screener
MOD,Modine Manufacturing Company,Consumer Cyclical,Auto - Parts,NYSE,617313173.0,2021-01-04,2021-01-04,active_screener
PINS,"Pinterest, Inc.",Communication Services,Internet Content & Information,NYSE,42788325509.0,2021-01-04,2021-01-04,active_screener
GH,"Guardant Health, Inc.",Healthcare,Medical - Diagnostics & Research,NASDAQ,12825323200.0,2021-01-04,2021-01-04,active_screener
CCK,"Crown Holdings, Inc.",Consumer Cyclical,Packaging & Containers,NYSE,12995272000.0,2021-01-04,2021-01-04,active_screener
AR,Antero Resources Corporation,Energy,Oil & Gas Exploration & Production,NYSE,1676614900.0,2021-01-04,2021-01-04,active_screener
JAZZ,Jazz Pharmaceuticals plc,Healthcare,Biotechnology,NASDAQ,9057467200.0,2021-01-04,2021-01-04,active_screener
MDGL,"Madrigal Pharmaceuticals, Inc.",Healthcare,Biotechnology,NASDAQ,1738642413.0,2021-01-04,2021-01-04,active_screener
UHS,"Universal Health Services, Inc.",Healthcare,Medical - Care Facilities,NYSE,11469308960.0,2021-01-04,2021-01-04,active_screener
HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,NYSE,25003371030.0,2021-01-04,2021-01-04,active_screener
DKNG,DraftKings Inc.,Consumer Cyclical,"Gambling, Resorts & Casinos",NASDAQ,17837278060.0,2021-01-04,2021-01-04,active_screener
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,NASDAQ,5526737590.0,2021-01-04,2021-01-04,active_screener
ENSG,"The Ensign Group, Inc.",Healthcare,Medical - Care Facilities,NASDAQ,4082825280.0,2021-01-04,2021-01-04,active_screener
JHX,James Hardie Industries plc,Basic Materials,Construction Materials,NYSE,13169016000.0,2021-01-04,2021-01-04,active_screener
PSKY,Paramount Skydance Corporation Class B Common Stock,Communication Services,Entertainment,NASDAQ,24705000000.0,2021-01-04,2021-01-04,active_screener
DOC,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,NYSE,15562436310.0,2021-01-04,2021-01-04,active_screener
SCI,Service Corporation International,Consumer Cyclical,Personal Products & Services,NYSE,8249518899.0,2021-01-04,2021-01-04,active_screener
ELAN,Elanco Animal Health Incorporated,Healthcare,Drug Manufacturers - Specialty & Generic,NYSE,14844350000.0,2021-01-04,2021-01-04,active_screener
AGNC,AGNC Investment Corp.,Real Estate,REIT - Mortgage,NASDAQ,8213643000.0,2021-01-04,2021-01-04,active_screener
IAG,IAMGOLD Corporation,Basic Materials,Gold,NYSE,1869894000.0,2021-01-04,2021-01-04,active_screener
SUZ,Suzano S.A.,Basic Materials,"Paper, Lumber & Forest Products",NYSE,15057312832.0,2021-01-04,2021-01-04,active_screener
BWA,BorgWarner Inc.,Consumer Cyclical,Auto - Parts,NYSE,7958195999.0,2021-01-04,2021-01-04,active_screener
WTRG,"Essential Utilities, Inc.",Utilities,Regulated Water,NYSE,11758357350.0,2021-01-04,2021-01-04,active_screener
UDR,"UDR, Inc.",Real Estate,REIT - Residential,NYSE,10927388450.0,2021-01-04,2021-01-04,active_screener
TXRH,"Texas Roadhouse, Inc.",Consumer Cyclical,Restaurants,NASDAQ,5171243620.0,2021-01-04,2021-01-04,active_screener
RDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,NYSE,11806231276.0,2021-01-04,2021-01-04,active_screener
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,NASDAQ,15686923600.0,2021-01-04,2021-01-04,active_screener
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,"Gambling, Resorts & Casinos",NASDAQ,11868038000.0,2021-01-04,2021-01-04,active_screener
EHC,Encompass Health Corporation,Healthcare,Medical - Care Facilities,NYSE,6481530000.0,2021-01-04,2021-01-04,active_screener
CHWY,"Chewy, Inc.",Consumer Cyclical,Specialty Retail,NYSE,35949116108.0,2021-01-04,2021-01-04,active_screener
CPT,Camden Property Trust,Real Estate,REIT - Residential,NYSE,9586376100.0,2021-01-04,2021-01-04,active_screener
AM,Antero Midstream Corporation,Energy,Oil & Gas Midstream,NYSE,3745025270.0,2021-01-04,2021-01-04,active_screener
AMH,American Homes 4 Rent,Real Estate,REIT - Residential,NYSE,9217849936.0,2021-01-04,2021-01-04,active_screener
KT,KT Corporation,Communication Services,Telecommunications Services,NYSE,5202090894.0,2021-01-04,2021-01-04,active_screener
DINO,HF Sinclair Corporation,Energy,Oil & Gas Refining & Marketing,NYSE,4105844330.0,2021-01-04,2021-01-04,active_screener
HMY,Harmony Gold Mining Company Limited,Basic Materials,Gold,NYSE,3283280000.0,2021-01-04,2021-01-04,active_screener
ALSN,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto - Parts,NYSE,4670880000.0,2021-01-04,2021-01-04,active_screener
AG,First Majestic Silver Corp.,Basic Materials,Silver,NYSE,3169040800.0,2021-01-04,2021-01-04,active_screener
BEP,Brookfield Renewable Partners L.P.,Utilities,Renewable Utilities,NYSE,12166321580.0,2021-01-04,2021-01-04,active_screener
CIG-C,Companhia Energética de Minas Gerais,Utilities,Diversified Utilities,NYSE,5358652973.0,2021-01-04,2021-01-04,active_screener
GME,GameStop Corp.,Consumer Cyclical,Specialty Retail,NYSE,1124048000.0,2021-01-04,2021-01-04,active_screener
EGP,"EastGroup Properties, Inc.",Real Estate,REIT - Industrial,NYSE,5260639800.0,2021-01-04,2021-01-04,active_screener
RRC,Range Resources Corporation,Energy,Oil & Gas Exploration & Production,NYSE,1726593670.0,2021-01-04,2021-01-04,active_screener
MGM,MGM Resorts International,Consumer Cyclical,"Gambling, Resorts & Casinos",NYSE,14688888251.0,2021-01-04,2021-01-04,active_screener
OGE,OGE Energy Corp.,Utilities,Regulated Electric,NYSE,6391194000.0,2021-01-04,2021-01-04,active_screener
AES,The AES Corporation,Utilities,Diversified Utilities,NYSE,15477839999.0,2021-01-04,2021-01-04,active_screener
RVTY,"Revvity, Inc.",Healthcare,Medical - Diagnostics & Research,NYSE,16301194279.0,2021-01-04,2021-01-04,active_screener
PAG,"Penske Automotive Group, Inc.",Consumer Cyclical,Auto - Dealerships,NYSE,4632082000.0,2021-01-04,2021-01-04,active_screener
ZG,"Zillow Group, Inc. Class A",Communication Services,Internet Content & Information,NASDAQ,33203873339.0,2021-01-04,2021-01-04,active_screener
Z,"Zillow Group, Inc. Class C",Communication Services,Internet Content & Information,NASDAQ,31807710180.0,2021-01-04,2021-01-04,active_screener
SJM,The J. M. Smucker Company,Consumer Defensive,Packaged Foods,NYSE,12962123000.0,2021-01-04,2021-01-04,active_screener
DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods,NYSE,9275320250.0,2021-01-04,2021-01-04,active_screener
W,Wayfair Inc.,Consumer Cyclical,Specialty Retail,NYSE,24355380000.0,2021-01-04,2021-01-04,active_screener
ACI,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,NYSE,7945392000.0,2021-01-04,2021-01-04,active_screener
MP,MP Materials Corp.,Basic Materials,Industrial Materials,NYSE,4922403573.0,2021-01-04,2021-01-04,active_screener
GSAT,"Globalstar, Inc.",Communication Services,Telecommunications Services,NASDAQ,860034048.0,2021-01-04,2021-01-04,active_screener
GAP,"The Gap, Inc.",Consumer Cyclical,Apparel - Retail,NYSE,7207500000.0,2021-01-04,2021-01-04,active_screener
BVN,Compañía de Minas Buenaventura S.A.A.,Basic Materials,Other Precious Metals,NYSE,3136737807.0,2021-01-04,2021-01-04,active_screener
HBM,Hudbay Minerals Inc.,Basic Materials,Copper,NYSE,1928498641.0,2021-01-04,2021-01-04,active_screener
SBSW,Sibanye Stillwater Limited,Basic Materials,Gold,NYSE,12456778950.0,2021-01-04,2021-01-04,active_screener
DDS,"Dillard's, Inc.",Consumer Cyclical,Department Stores,NYSE,1275884000.0,2021-01-04,2021-01-04,active_screener
CELH,"Celsius Holdings, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,NASDAQ,3591717480.0,2021-01-04,2021-01-04,active_screener
FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,NYSE,6321791340.0,2021-01-04,2021-01-04,active_screener
EDU,New Oriental Education & Technology Group Inc.,Consumer Defensive,Education & Training Services,NYSE,29400954000.0,2021-01-04,2021-01-04,active_screener
MUSA,Murphy USA Inc.,Consumer Cyclical,Specialty Retail,NYSE,3478194199.0,2021-01-04,2021-01-04,active_screener
ADC,Agree Realty Corporation,Real Estate,REIT - Retail,NYSE,4080108571.0,2021-01-04,2021-01-04,active_screener
NFG,National Fuel Gas Company,Energy,Oil & Gas Integrated,NYSE,3760485753.0,2021-01-04,2021-01-04,active_screener
BRX,Brixmor Property Group Inc.,Real Estate,REIT - Retail,NYSE,4700280200.0,2021-01-04,2021-01-04,active_screener
ESI,Element Solutions Inc,Basic Materials,Chemicals - Specialty,NYSE,4276560000.0,2021-01-04,2021-01-04,active_screener
SUN,Sunoco LP,Energy,Oil & Gas Refining & Marketing,NYSE,2384438309.0,2021-01-04,2021-01-04,active_screener
CUBE,CubeSmart,Real Estate,REIT - Industrial,NYSE,6438842800.0,2021-01-04,2021-01-04,active_screener
CTRE,"CareTrust REIT, Inc.",Real Estate,REIT - Healthcare Facilities,NYSE,2042996760.0,2021-01-04,2021-01-04,active_screener
CTDD,Qwest Corp. 6.75% NT 57,Communication Services,Telecommunications Services,NYSE,11369383755.0,2021-01-04,2021-01-04,active_screener
PPC,Pilgrim's Pride Corporation,Consumer Defensive,Packaged Foods,NASDAQ,4618276800.0,2021-01-04,2021-01-04,active_screener
EMN,Eastman Chemical Company,Basic Materials,Chemicals - Specialty,NYSE,13416738000.0,2021-01-04,2021-01-04,active_screener
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,NYSE,8975664000.0,2021-01-04,2021-01-04,active_screener
BXP,"BXP, Inc.",Real Estate,REIT - Office,NYSE,14161380959.0,2021-01-04,2021-01-04,active_screener
CWEN,"Clearway Energy, Inc.",Utilities,Renewable Utilities,NYSE,3915990000.0,2021-01-04,2021-01-04,active_screener
PSO,Pearson plc,Communication Services,Publishing,NYSE,6921908000.0,2021-01-04,2021-01-04,active_screener
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Alcoholic,NYSE,9906050000.0,2021-01-04,2021-01-04,active_screener
HESM,Hess Midstream LP,Energy,Oil & Gas Midstream,NYSE,370367000.0,2021-01-04,2021-01-04,active_screener
REXR,"Rexford Industrial Realty, Inc.",Real Estate,REIT - Industrial,NYSE,6217392498.0,2021-01-04,2021-01-04,active_screener
UGI,UGI Corporation,Utilities,Regulated Gas,NYSE,7268674700.0,2021-01-04,2021-01-04,active_screener
TX,Ternium S.A.,Basic Materials,Steel,NYSE,5769482627.0,2021-01-04,2021-01-04,active_screener
NNN,"NNN REIT, Inc.",Real Estate,REIT - Retail,NYSE,6870088955.0,2021-01-04,2021-01-04,active_screener
IDA,"IDACORP, Inc.",Utilities,Regulated Electric,NYSE,4641544930.0,2021-01-04,2021-01-04,active_screener
FRO,Frontline Ltd.,Energy,Oil & Gas Midstream,NYSE,1265228800.0,2021-01-04,2021-01-04,active_screener
SNAP,Snap Inc.,Communication Services,Internet Content & Information,NYSE,74466129240.0,2021-01-04,2021-01-04,active_screener
SIRI,Sirius XM Holdings Inc.,Communication Services,Entertainment,NASDAQ,25525290000.0,2021-01-04,2021-01-04,active_screener
SSL,Sasol Limited,Basic Materials,Chemicals - Specialty,NYSE,5444337534.0,2021-01-04,2021-01-04,active_screener
GGB,Gerdau S.A.,Basic Materials,Steel,NYSE,7027349929.0,2021-01-04,2021-01-04,active_screener
MSGS,Madison Square Garden Sports Corp.,Communication Services,Entertainment,NYSE,4327547400.0,2021-01-04,2021-01-04,active_screener
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,NYSE,23449965630.0,2021-01-04,2021-01-04,active_screener
MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,NASDAQ,40275858080.0,2021-01-04,2021-01-04,active_screener
NXE,NexGen Energy Ltd.,Energy,Uranium,NYSE,1083862140.0,2021-01-04,2021-01-04,active_screener
OR,OR Royalties Inc.,Basic Materials,Gold,NYSE,2185797560.0,2021-01-04,2021-01-04,active_screener
MTDR,Matador Resources Company,Energy,Oil & Gas Exploration & Production,NYSE,1458919430.0,2021-01-04,2021-01-04,active_screener
CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,NYSE,17480343000.0,2021-01-04,2021-01-04,active_screener
CIG,Companhia Energética de Minas Gerais,Utilities,Diversified Utilities,NYSE,3621372785.0,2021-01-04,2021-01-04,active_screener
LBRDA,Liberty Broadband Corporation,Communication Services,Telecommunications Services,NASDAQ,29980760000.0,2021-01-04,2021-01-04,active_screener
FR,"First Industrial Realty Trust, Inc.",Real Estate,REIT - Industrial,NYSE,5271953920.0,2021-01-04,2021-01-04,active_screener
WFRD,Weatherford International plc,Energy,Oil & Gas Equipment & Services,NASDAQ,401800000.0,2021-01-04,2021-01-04,active_screener
AGRO,Adecoagro S.A.,Consumer Defensive,Agricultural Farm Products,NYSE,4081027480.0,2021-01-04,2021-01-04,active_screener
LUMN,"Lumen Technologies, Inc.",Communication Services,Telecommunications Services,NYSE,10521647280.0,2021-01-04,2021-01-04,active_screener
STAG,"STAG Industrial, Inc.",Real Estate,REIT - Industrial,NYSE,4809934800.0,2021-01-04,2021-01-04,active_screener
INGR,Ingredion Incorporated,Consumer Defensive,Packaged Foods,NYSE,5300426170.0,2021-01-04,2021-01-04,active_screener
SSRM,SSR Mining Inc.,Basic Materials,Gold,NASDAQ,4725528000.0,2021-01-04,2021-01-04,active_screener
SFM,"Sprouts Farmers Market, Inc.",Consumer Defensive,Grocery Stores,NASDAQ,2388030120.0,2021-01-04,2021-01-04,active_screener
CMC,Commercial Metals Company,Basic Materials,Steel,NYSE,2461064084.0,2021-01-04,2021-01-04,active_screener
PRMB,Primo Brands Corporation,Consumer Defensive,Beverages - Non-Alcoholic,NYSE,2626365900.0,2021-01-04,2021-01-04,active_screener
CHRD,Chord Energy Corporation,Energy,Oil & Gas Exploration & Production,NASDAQ,991548188.0,2021-01-04,2021-01-04,active_screener
ICL,ICL Group Ltd,Basic Materials,Agricultural Inputs,NYSE,6403500000.0,2021-01-04,2021-01-04,active_screener
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,Utilities,Regulated Electric,NYSE,7990596311.0,2021-01-04,2021-01-04,active_screener
CMSC,CMS Energy Corporation 5.875% J,Utilities,Regulated Electric,NYSE,8045550000.0,2021-01-04,2021-01-04,active_screener
EGO,Eldorado Gold Corporation,Basic Materials,Gold,NYSE,2483618820.0,2021-01-04,2021-01-04,active_screener
VIST,"Vista Energy, S.A.B. de C.V.",Energy,Oil & Gas Exploration & Production,NYSE,221434690.0,2021-01-04,2021-01-04,active_screener
ORA,"Ormat Technologies, Inc.",Utilities,Renewable Utilities,NYSE,5129060680.0,2021-01-04,2021-01-04,active_screener
NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,NYSE,5324499995.0,2021-01-04,2021-01-04,active_screener
CE,Celanese Corporation,Basic Materials,Chemicals,NYSE,14294486698.0,2021-01-04,2021-01-04,active_screener
FSV,FirstService Corporation,Real Estate,Real Estate - Services,NASDAQ,5849583520.0,2021-01-04,2021-01-04,active_screener
EPRT,"Essential Properties Realty Trust, Inc.",Real Estate,REIT - Diversified,NYSE,2185730272.0,2021-01-04,2021-01-04,active_screener
UZE,"Array Digital Infrastructure, Inc. 5.500% Senior Notes due 2070",Communication Services,Telecommunications Services,NYSE,2687826064.0,2021-01-04,2021-01-04,active_screener
TAL,TAL Education Group,Consumer Defensive,Education & Training Services,NYSE,43627264480.0,2021-01-04,2021-01-04,active_screener
STWD,"Starwood Property Trust, Inc.",Real Estate,REIT - Mortgage,NYSE,5247067880.0,2021-01-04,2021-01-04,active_screener
BEPH,Brookfield BRP Holdings Canada 4.625% Perpetual Subordinated Notes,Real Estate,Real Estate - Development,NYSE,12166321580.0,2021-01-04,2021-01-04,active_screener
TRNO,Terreno Realty Corporation,Real Estate,REIT - Industrial,NYSE,3840399746.0,2021-01-04,2021-01-04,active_screener
TXNM,"TXNM Energy, Inc.",Utilities,Regulated Electric,NYSE,4160507337.0,2021-01-04,2021-01-04,active_screener
CENX,Century Aluminum Company,Basic Materials,Aluminum,NASDAQ,1005516000.0,2021-01-04,2021-01-04,active_screener
BEPI,Brookfield BRP Holdings Canada 4.875% Perpetual Subordinated Notes,Real Estate,Real Estate - Development,NYSE,12166321580.0,2021-01-04,2021-01-04,active_screener
UZF,"Array Digital Infrastructure, Inc. 5.500% Senior Notes due 2070",Communication Services,Telecommunications Services,NYSE,2687826064.0,2021-01-04,2021-01-04,active_screener
UZD,"Array Digital Infrastructure, Inc. 6.250% Senior Notes due 2069",Communication Services,Telecommunications Services,NYSE,2687826064.0,2021-01-04,2021-01-04,active_screener
SWX,"Southwest Gas Holdings, Inc.",Utilities,Regulated Gas,NYSE,3423744000.0,2021-01-04,2021-01-04,active_screener
BPYPO,Brookfield Property Partners L.P.,Real Estate,Real Estate - Services,NASDAQ,12022250000.0,2021-01-04,2021-01-04,active_screener
EXP,Eagle Materials Inc.,Basic Materials,Construction Materials,NYSE,4168392261.0,2021-01-04,2021-01-04,active_screener
POR,Portland General Electric Company,Utilities,Regulated Electric,NYSE,3695976120.0,2021-01-04,2021-01-04,active_screener
BEPC,Brookfield Renewable Corporation,Utilities,Renewable Utilities,NYSE,9979117374.0,2021-01-04,2021-01-04,active_screener
HR,Healthcare Realty Trust Incorporated,Real Estate,REIT - Healthcare Facilities,NYSE,3982813800.0,2021-01-04,2021-01-04,active_screener
AXTA,Axalta Coating Systems Ltd.,Basic Materials,Chemicals - Specialty,NYSE,6595980000.0,2021-01-04,2021-01-04,active_screener
AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,NYSE,1337082750.0,2021-01-04,2021-01-04,active_screener
UGP,Ultrapar Participações S.A.,Energy,Oil & Gas Refining & Marketing,NYSE,4983552960.0,2021-01-04,2021-01-04,active_screener
CMSA,CMS Energy Corporation 5.6% JRSUB NT 78,Utilities,Regulated Electric,NYSE,17203446000.0,2021-01-04,2021-01-04,active_screener
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",Consumer Defensive,Discount Stores,NASDAQ,5360352180.0,2021-01-04,2021-01-04,active_screener
NEU,NewMarket Corporation,Basic Materials,Chemicals - Specialty,NYSE,4389069630.0,2021-01-04,2021-01-04,active_screener
CPB,Campbell Soup Company,Consumer Defensive,Packaged Foods,NASDAQ,14704590000.0,2021-01-04,2021-01-04,active_screener
RHP,"Ryman Hospitality Properties, Inc.",Real Estate,REIT - Hotel & Motel,NYSE,3533428750.0,2021-01-04,2021-01-04,active_screener
RIG,Transocean Ltd.,Energy,Oil & Gas Drilling,NYSE,1431440000.0,2021-01-04,2021-01-04,active_screener
CRC,California Resources Corporation,Energy,Oil & Gas Exploration & Production,NYSE,1957362815.0,2021-01-04,2021-01-04,active_screener
ENIC,Enel Chile S.A.,Utilities,Regulated Electric,NYSE,5547157887.0,2021-01-04,2021-01-04,active_screener
OGS,"ONE Gas, Inc.",Utilities,Regulated Gas,NYSE,4027451119.0,2021-01-04,2021-01-04,active_screener
GLNG,Golar LNG Limited,Energy,Oil & Gas Midstream,NASDAQ,1097580440.0,2021-01-04,2021-01-04,active_screener
BCPC,Balchem Corporation,Basic Materials,Chemicals - Specialty,NASDAQ,3720291700.0,2021-01-04,2021-01-04,active_screener
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,NYSE,11085655000.0,2021-01-04,2021-01-04,active_screener
MUR,Murphy Oil Corporation,Energy,Oil & Gas Exploration & Production,NYSE,1925844829.0,2021-01-04,2021-01-04,active_screener
NJR,New Jersey Resources Corporation,Utilities,Regulated Gas,NYSE,3318631039.0,2021-01-04,2021-01-04,active_screener
BKH,Black Hills Corporation,Utilities,Diversified Utilities,NYSE,3760485320.0,2021-01-04,2021-01-04,active_screener
NXST,"Nexstar Media Group, Inc.",Communication Services,Entertainment,NASDAQ,4669039000.0,2021-01-04,2021-01-04,active_screener
SR,Spire Inc.,Utilities,Regulated Gas,NYSE,3271956000.0,2021-01-04,2021-01-04,active_screener
CIGI,Colliers International Group Inc.,Real Estate,Real Estate - Services,NASDAQ,3457673730.0,2021-01-04,2021-01-04,active_screener
CNX,CNX Resources Corporation,Energy,Oil & Gas Exploration & Production,NYSE,2436753864.0,2021-01-04,2021-01-04,active_screener
UFPI,"UFP Industries, Inc.",Basic Materials,"Paper, Lumber & Forest Products",NASDAQ,3281888770.0,2021-01-04,2021-01-04,active_screener
MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas Exploration & Production,NYSE,1212071520.0,2021-01-04,2021-01-04,active_screener
TKC,Turkcell Iletisim Hizmetleri A.S.,Communication Services,Telecommunications Services,NYSE,4696861475.0,2021-01-04,2021-01-04,active_screener
RITM,Rithm Capital Corp.,Real Estate,REIT - Mortgage,NYSE,3932261387.0,2021-01-04,2021-01-04,active_screener
KRG,Kite Realty Group Trust,Real Estate,REIT - Retail,NYSE,1208543148.0,2021-01-04,2021-01-04,active_screener
CRK,"Comstock Resources, Inc.",Energy,Oil & Gas Exploration & Production,NYSE,1048137810.0,2021-01-04,2021-01-04,active_screener
MAC,The Macerich Company,Real Estate,REIT - Retail,NYSE,1690462800.0,2021-01-04,2021-01-04,active_screener
LPX,Louisiana-Pacific Corporation,Basic Materials,"Paper, Lumber & Forest Products",NYSE,3914580000.0,2021-01-04,2021-01-04,active_screener
POST,"Post Holdings, Inc.",Consumer Defensive,Packaged Foods,NYSE,4278675000.0,2021-01-04,2021-01-04,active_screener
VNO,Vornado Realty Trust,Real Estate,REIT - Office,NYSE,7017383879.0,2021-01-04,2021-01-04,active_screener
CLF,Cleveland-Cliffs Inc.,Basic Materials,Steel,NYSE,8445999989.0,2021-01-04,2021-01-04,active_screener
TEO,Telecom Argentina S.A.,Communication Services,Telecommunications Services,NYSE,2730876396.0,2021-01-04,2021-01-04,active_screener
TGS,Transportadora de Gas del Sur S.A.,Energy,Oil & Gas Integrated,NYSE,796421199.0,2021-01-04,2021-01-04,active_screener
PBF,PBF Energy Inc.,Energy,Oil & Gas Refining & Marketing,NYSE,820295666.0,2021-01-04,2021-01-04,active_screener
